Date,Open,High,Low,Close,Adj Close,Volume
2017-05-03,49.189999,49.189999,48.169998,48.540001,48.540001,4702400
2017-05-04,48.630001,48.680000,48.160000,48.450001,48.450001,6208900
2017-05-05,48.450001,48.660000,48.270000,48.490002,48.490002,7835500
2017-05-08,48.709999,48.959999,48.509998,48.849998,48.849998,10059600
2017-05-09,49.139999,49.669998,48.939999,49.490002,49.490002,10279100
2017-05-10,49.400002,49.599998,49.139999,49.400002,49.400002,8360400
2017-05-11,49.450001,49.709999,49.139999,49.689999,49.689999,6142900
2017-05-12,49.750000,49.750000,49.439999,49.650002,49.650002,6185800
2017-05-15,49.709999,49.939999,49.480000,49.860001,49.860001,9129300
2017-05-16,50.049999,51.119999,50.029999,50.959999,50.959999,19423600
2017-05-17,50.700001,50.700001,49.450001,49.650002,49.650002,20954100
2017-05-18,48.680000,50.029999,47.740002,49.630001,49.630001,13737500
2017-05-19,50.029999,51.230000,50.009998,50.180000,50.180000,11182000
2017-05-22,50.509998,51.080002,50.220001,50.650002,50.650002,9696600
2017-05-23,50.450001,50.900002,50.259998,50.310001,50.310001,7342000
2017-05-24,50.180000,50.590000,49.900002,50.320000,50.320000,12170900
2017-05-25,50.480000,50.750000,50.049999,50.599998,50.599998,11961100
2017-05-26,50.500000,50.740002,50.320000,50.669998,50.669998,6049500
2017-05-30,50.669998,50.939999,50.500000,50.560001,50.560001,8400200
2017-05-31,50.599998,50.650002,49.970001,50.320000,50.320000,8750800
2017-06-01,50.490002,50.700001,50.070000,50.650002,50.650002,7776700
2017-06-02,50.529999,50.750000,50.310001,50.599998,50.599998,9854900
