Date,Open,High,Low,Close,Adj Close,Volume
2017-05-08,82.000000,82.940002,82.000000,82.889999,82.889999,8097100
2017-05-09,82.959999,83.000000,82.160004,82.309998,82.309998,8647100
2017-05-10,82.120003,82.370003,81.650002,81.910004,81.910004,9520300
2017-05-11,82.589996,82.709999,82.099998,82.610001,82.610001,10047300
2017-05-12,82.389999,82.709999,82.250000,82.550003,82.550003,7480200
2017-05-15,83.000000,83.180000,82.650002,82.800003,82.800003,10881500
2017-05-16,82.900002,83.230003,82.449997,82.550003,82.550003,9574200
2017-05-17,82.550003,83.040001,81.959999,81.989998,81.989998,11151100
2017-05-18,81.769997,82.150002,81.419998,81.750000,81.750000,9905800
2017-05-19,82.000000,82.089996,81.690002,81.930000,81.930000,13028500
2017-05-22,82.110001,82.330002,81.930000,82.290001,82.290001,9218700
2017-05-23,82.320000,82.889999,82.239998,82.580002,82.580002,6857200
2017-05-24,82.419998,82.540001,82.010002,82.290001,82.290001,8136000
2017-05-25,82.330002,82.709999,81.519997,81.750000,81.750000,12370900
2017-05-26,81.610001,81.800003,80.830002,81.550003,81.550003,8227100
2017-05-30,81.279999,81.339996,81.040001,81.099998,81.099998,8973600
2017-05-31,80.940002,80.949997,80.470001,80.500000,80.500000,13572300
2017-06-01,80.370003,80.900002,80.190002,80.699997,80.699997,9884100
2017-06-02,80.589996,80.680000,79.260002,79.500000,79.500000,21687300
2017-06-05,79.440002,80.389999,79.400002,80.120003,80.120003,11527100
2017-06-06,80.300003,81.320000,80.220001,81.209999,81.209999,12208600
2017-06-07,81.050003,81.400002,80.339996,80.910004,80.910004,12933800
