Date,Open,High,Low,Close,Adj Close,Volume
2017-05-08,57.509998,57.549999,57.029999,57.299999,57.299999,4553800
2017-05-09,57.410000,58.650002,57.349998,58.080002,58.080002,8020700
2017-05-10,57.880001,58.490002,57.689999,58.410000,58.410000,6954300
2017-05-11,57.750000,57.869999,55.939999,56.060001,56.060001,13327000
2017-05-12,55.900002,56.009998,55.000000,55.799999,55.799999,8957000
2017-05-15,55.320000,56.139999,55.209999,55.349998,55.349998,8392900
2017-05-16,55.509998,55.560001,54.200001,54.529999,54.529999,11944900
2017-05-17,54.529999,56.970001,54.529999,55.040001,55.040001,23241100
2017-05-18,55.250000,56.110001,55.160000,55.830002,55.830002,11919700
2017-05-19,56.130001,56.439999,55.700001,55.990002,55.990002,9949500
2017-05-22,56.070000,56.070000,55.380001,55.459999,55.459999,9528900
2017-05-23,55.400002,55.430000,54.439999,54.490002,54.490002,7136800
2017-05-24,54.509998,54.540001,53.759998,54.130001,54.130001,6780700
2017-05-25,54.340000,54.560001,54.009998,54.200001,54.200001,7360400
2017-05-26,54.349998,54.549999,53.930000,54.400002,54.400002,3738300
2017-05-30,54.509998,55.110001,54.360001,54.939999,54.939999,5763600
2017-05-31,55.250000,55.299999,54.250000,55.150002,55.150002,8401700
2017-06-01,55.250000,55.889999,55.070000,55.660000,55.660000,5165300
2017-06-02,55.560001,55.790001,55.220001,55.520000,55.520000,4485200
2017-06-05,55.570000,55.680000,54.930000,55.630001,55.630001,4236800
2017-06-06,55.259998,55.270000,54.320000,54.580002,54.580002,6395100
2017-06-07,54.700001,54.830002,54.270000,54.470001,54.470001,5722600
