Date,Open,High,Low,Close,Adj Close,Volume
2017-05-08,11.180000,11.240000,11.090000,11.130000,11.130000,35561800
2017-05-09,11.140000,11.260000,11.100000,11.160000,11.160000,44142900
2017-05-10,11.160000,11.200000,11.030000,11.040000,11.040000,34989300
2017-05-11,11.040000,11.070000,10.970000,11.010000,11.010000,29276300
2017-05-12,11.000000,11.030000,10.900000,10.920000,10.920000,34264300
2017-05-15,10.960000,11.030000,10.920000,10.940000,10.940000,27359500
2017-05-16,11.060000,11.070000,10.900000,10.940000,10.940000,42130200
2017-05-17,10.940000,10.950000,10.670000,10.760000,10.760000,54670100
2017-05-18,10.730000,10.820000,10.700000,10.790000,10.790000,37890800
2017-05-19,10.810000,10.940000,10.790000,10.870000,10.870000,32431700
2017-05-22,11.110000,11.130000,10.980000,11.100000,11.100000,73335000
2017-05-23,11.160000,11.170000,10.970000,11.050000,11.050000,40816600
2017-05-24,11.060000,11.060000,10.870000,10.960000,10.960000,46638800
2017-05-25,10.960000,10.970000,10.760000,10.860000,10.860000,46269200
2017-05-26,10.850000,10.950000,10.810000,10.930000,10.930000,28176500
2017-05-30,11.000000,11.120000,10.990000,11.080000,11.080000,36082600
2017-05-31,11.120000,11.130000,11.000000,11.120000,11.120000,36398700
2017-06-01,11.250000,11.540000,11.100000,11.410000,11.410000,76707200
2017-06-02,11.420000,11.430000,11.240000,11.350000,11.350000,45925000
2017-06-05,11.360000,11.360000,11.230000,11.250000,11.250000,42558600
2017-06-06,11.190000,11.200000,11.050000,11.120000,11.120000,44543700
2017-06-07,11.160000,11.190000,11.020000,11.070000,11.070000,37264800
