Date,Open,High,Low,Close,Adj Close,Volume
2017-05-08,185.380005,186.389999,185.000000,186.020004,186.020004,1963400
2017-05-09,186.110001,187.210007,186.050003,186.910004,186.910004,3004000
2017-05-10,185.139999,185.649994,178.179993,183.179993,183.179993,7060100
2017-05-11,182.899994,184.330002,182.169998,183.940002,183.940002,2883800
2017-05-12,183.710007,183.979996,182.630005,183.250000,183.250000,3479200
2017-05-15,183.300003,184.110001,182.279999,182.389999,182.389999,3365000
2017-05-16,182.729996,183.149994,182.039993,182.699997,182.699997,2156100
2017-05-17,182.699997,182.699997,178.679993,178.779999,178.779999,2535700
2017-05-18,178.479996,178.500000,175.470001,177.399994,177.399994,3118100
2017-05-19,177.729996,181.419998,176.770004,180.759995,180.759995,4038900
2017-05-22,183.779999,185.320007,182.520004,183.669998,183.669998,2946800
2017-05-23,184.000000,184.460007,182.860001,183.490005,183.490005,2123800
2017-05-24,183.460007,185.399994,183.460007,185.250000,185.250000,2424700
2017-05-25,185.630005,187.419998,185.589996,187.070007,187.070007,2363300
2017-05-26,186.729996,187.610001,186.270004,186.589996,186.589996,1735800
2017-05-30,186.759995,187.419998,186.190002,186.880005,186.880005,2231600
2017-05-31,187.369995,188.259995,186.720001,187.630005,187.630005,5186700
2017-06-01,187.410004,187.910004,184.529999,187.320007,187.320007,2870200
2017-06-02,187.820007,191.699997,187.649994,190.229996,190.229996,3034300
2017-06-05,190.070007,190.740005,188.809998,188.949997,188.949997,2522100
2017-06-06,188.410004,188.860001,186.690002,186.750000,186.750000,2725000
2017-06-07,186.850006,188.539993,186.389999,188.100006,188.100006,2383500
