Date,Open,High,Low,Close,Adj Close,Volume
2017-05-08,99.480003,100.099998,98.940002,99.370003,99.370003,5094600
2017-05-09,99.720001,100.209999,99.250000,99.290001,99.290001,9742000
2017-05-10,99.720001,100.709999,99.300003,100.360001,100.360001,4696700
2017-05-11,101.900002,101.919998,100.150002,100.989998,100.989998,5220300
2017-05-12,100.589996,100.949997,100.169998,100.709999,100.709999,4112000
2017-05-15,101.589996,102.559998,101.410004,102.419998,102.419998,3756100
2017-05-16,102.750000,102.800003,101.269997,102.339996,102.339996,3115900
2017-05-17,102.339996,102.339996,99.889999,100.139999,100.139999,4618500
2017-05-18,99.139999,100.669998,97.739998,100.220001,100.220001,5931500
2017-05-19,101.570000,102.860001,101.269997,102.430000,102.430000,4636500
2017-05-22,102.669998,103.050003,101.809998,102.290001,102.290001,4376300
2017-05-23,102.300003,103.750000,102.059998,103.629997,103.629997,3327200
2017-05-24,103.330002,104.910004,103.150002,103.949997,103.949997,5170900
2017-05-25,104.449997,105.940002,104.239998,105.019997,105.019997,5220000
2017-05-26,105.000000,105.709999,104.620003,105.660004,105.660004,2894100
2017-05-30,105.260002,105.860001,105.010002,105.470001,105.470001,3211700
2017-05-31,105.250000,105.760002,103.599998,105.430000,105.430000,4131400
2017-06-01,105.769997,106.430000,105.160004,105.650002,105.650002,4211300
2017-06-02,105.669998,106.760002,105.180000,105.949997,105.949997,3702800
2017-06-05,105.580002,107.169998,105.139999,105.199997,105.199997,4319500
2017-06-06,104.790001,105.519997,104.059998,104.550003,104.550003,3800200
2017-06-07,104.300003,104.690002,102.449997,103.510002,103.510002,5120600
